customer_id,tenure_months,contract_type,plan_type,monthly_charges,total_charges,payment_method,payment_delay_days,data_usage_gb,has_streaming_addon,num_support_tickets,last_login_days_ago,clv_estimated,churned
C-00841,1,Month-to-month,Standard,46.2,46.2,Mailed check,12,4.94,1,3,15,28.83,1
C-00842,27,One-year,Basic,36.0,972.0,Bank transfer,1,1.63,0,0,0,1270.22,0
C-00843,10,Month-to-month,Basic,27.89,278.9,Mailed check,0,1.39,1,0,5,573.74,0
C-00844,45,Two-year,Basic,23.19,1043.55,Credit card,2,4.52,0,2,21,1089.12,0
C-00845,4,Month-to-month,Premium,82.92,331.68,Credit card,3,18.35,1,0,16,187.28,1
C-00846,39,Month-to-month,Basic,38.38,1496.82,Mailed check,25,0.57,0,3,21,79.31,1
C-00847,3,Month-to-month,Basic,22.21,66.63,Bank transfer,8,0.7,0,3,63,37.16,1
C-00848,63,Two-year,Standard,66.67,4200.21,Mailed check,6,7.83,1,0,7,2976.34,0
C-00849,25,One-year,Basic,30.88,772.0,Mailed check,20,1.42,0,1,2,902.49,0
C-00850,37,One-year,Standard,45.98,1701.26,Credit card,1,12.0,0,0,8,2281.1,0
C-00851,9,Month-to-month,Basic,29.29,263.61,Bank transfer,1,0.78,0,3,27,79.91,1
C-00852,27,One-year,Premium,111.79,3018.33,Bank transfer,1,25.48,1,0,0,2311.73,0
C-00853,8,Month-to-month,Premium,107.68,861.44,Bank transfer,0,40.88,1,0,2,2194.83,0
C-00854,41,Two-year,Premium,97.0,3977.0,Electronic check,0,38.69,1,0,1,4649.19,0
C-00855,27,Month-to-month,Standard,66.5,1795.5,Credit card,0,6.49,0,2,5,1917.53,0
C-00856,1,Month-to-month,Standard,48.01,48.01,Bank transfer,0,12.08,1,2,2,1226.79,0
C-00857,8,Month-to-month,Basic,38.2,305.6,Electronic check,7,0.36,0,3,68,73.32,1
C-00858,12,Month-to-month,Basic,36.93,443.16,Credit card,3,1.12,0,2,37,73.02,1
C-00859,27,One-year,Basic,34.17,922.59,Electronic check,3,2.17,0,0,12,714.41,0
C-00860,1,Month-to-month,Standard,65.45,65.45,Bank transfer,10,4.94,0,2,25,165.19,1
C-00861,25,One-year,Standard,58.6,1465.0,Mailed check,18,3.32,0,3,8,170.95,1
C-00862,1,Month-to-month,Standard,61.88,61.88,Credit card,0,31.51,1,1,1,1159.04,0
C-00863,20,One-year,Basic,31.21,624.2,Credit card,0,1.28,0,0,2,1002.34,0
C-00864,36,Month-to-month,Standard,53.89,1940.04,Bank transfer,0,16.17,1,1,2,864.45,0
C-00865,2,Month-to-month,Standard,59.22,118.44,Credit card,0,4.86,1,0,31,1379.28,0
C-00866,23,One-year,Standard,51.44,1183.12,Mailed check,0,12.21,1,2,0,991.28,0
C-00867,6,Month-to-month,Standard,56.01,336.06,Credit card,3,6.28,0,2,20,61.9,1
C-00868,1,Month-to-month,Basic,25.62,25.62,Electronic check,16,1.01,0,0,30,70.28,1
C-00869,18,Two-year,Premium,80.53,1449.54,Bank transfer,0,19.15,0,1,9,2729.52,0
C-00870,46,Two-year,Standard,53.05,2440.3,Bank transfer,0,9.82,0,2,7,2210.33,0
C-00871,1,Month-to-month,Basic,37.04,37.04,Credit card,9,0.96,1,2,78,65.83,1
C-00872,4,Month-to-month,Basic,27.62,110.48,Bank transfer,3,2.63,0,2,58,65.65,1
C-00873,25,One-year,Standard,63.7,1592.5,Bank transfer,0,5.35,1,1,5,1989.44,0
C-00874,43,Month-to-month,Premium,82.88,3563.84,Credit card,0,18.58,1,2,7,82.88,0
C-00875,15,Month-to-month,Standard,55.61,834.15,Mailed check,10,1.7,0,5,18,137.07,1
C-00876,50,Month-to-month,Basic,22.3,1115.0,Credit card,1,1.77,0,0,5,371.83,0
C-00877,12,One-year,Premium,81.24,974.88,Bank transfer,0,23.34,1,0,5,3130.36,0
C-00878,23,One-year,Standard,60.44,1390.12,Bank transfer,0,17.15,0,1,16,1344.26,0
C-00879,11,Month-to-month,Standard,60.19,662.09,Credit card,5,1.66,0,0,15,1652.49,0
C-00880,1,Month-to-month,Standard,50.33,50.33,Mailed check,15,3.29,1,2,34,53.33,1
C-00881,5,Month-to-month,Basic,29.49,147.45,Bank transfer,2,0.18,0,2,25,48.07,1
C-00882,28,One-year,Standard,66.58,1864.24,Credit card,0,4.4,0,0,4,2668.62,0
C-00883,16,Month-to-month,Basic,23.48,375.68,Bank transfer,0,6.7,1,0,2,740.32,0
C-00884,7,Month-to-month,Premium,75.86,531.02,Bank transfer,0,33.09,0,0,0,831.26,0
C-00885,32,One-year,Standard,61.3,1961.6,Bank transfer,3,15.97,0,1,3,3061.75,0
C-00886,2,Month-to-month,Standard,46.34,92.68,Electronic check,0,8.6,1,0,22,172.47,0
C-00887,30,One-year,Standard,69.5,2085.0,Credit card,21,3.34,0,4,46,181.03,1
C-00888,20,Month-to-month,Premium,102.43,2048.6,Credit card,0,10.14,1,0,2,2926.27,0
C-00889,6,Month-to-month,Premium,96.17,577.02,Electronic check,21,19.67,0,1,14,112.94,1
C-00890,2,Month-to-month,Standard,55.75,111.5,Credit card,1,1.71,1,5,67,166.31,1
C-00891,22,One-year,Standard,59.33,1305.26,Mailed check,8,6.56,0,0,21,1537.24,0
C-00892,52,Two-year,Standard,47.27,2458.04,Credit card,1,12.22,1,0,2,1914.5,0
C-00893,45,Two-year,Standard,68.25,3071.25,Electronic check,6,10.91,0,2,6,2350.45,0
C-00894,4,Month-to-month,Basic,32.51,130.04,Bank transfer,5,0.67,0,3,28,62.97,1
C-00895,36,One-year,Standard,49.6,1785.6,Bank transfer,0,3.98,1,0,4,1544.77,0
C-00896,16,Month-to-month,Basic,31.25,500.0,Credit card,5,0.54,1,4,25,32.65,1
C-00897,8,Month-to-month,Premium,81.0,648.0,Credit card,10,9.51,0,0,95,254.3,1
C-00898,33,Two-year,Basic,20.35,671.55,Credit card,1,1.54,0,0,2,853.11,0
C-00899,22,Month-to-month,Premium,103.37,2274.14,Credit card,5,9.11,1,3,58,203.56,1
C-00900,1,Month-to-month,Standard,61.21,61.21,Credit card,5,1.22,0,1,26,133.77,1
C-00901,19,Month-to-month,Standard,59.59,1132.21,Bank transfer,2,9.06,0,2,3,2143.74,0
C-00902,4,Month-to-month,Standard,49.59,198.36,Bank transfer,0,22.67,1,0,5,1274.26,0
C-00903,10,Month-to-month,Basic,32.07,320.7,Electronic check,21,0.54,0,1,28,85.06,1
C-00904,22,One-year,Basic,21.13,464.86,Electronic check,13,3.41,0,0,1,559.28,0
C-00905,25,Month-to-month,Basic,32.18,804.5,Bank transfer,2,2.34,0,3,26,73.99,1
C-00906,44,Two-year,Standard,58.85,2589.4,Bank transfer,0,10.0,0,0,4,3105.58,0
C-00907,30,Two-year,Standard,61.38,1841.4,Bank transfer,2,6.58,1,0,10,2927.31,0
C-00908,14,Month-to-month,Standard,67.39,943.46,Bank transfer,19,2.53,1,5,22,186.43,1
C-00909,14,Month-to-month,Basic,37.01,518.14,Electronic check,1,1.15,0,4,27,166.72,1
C-00910,7,Month-to-month,Basic,39.61,277.27,Credit card,4,1.98,0,1,44,44.04,1
C-00911,34,One-year,Standard,69.41,2359.94,Credit card,4,21.53,0,0,0,2312.11,0
C-00912,18,Month-to-month,Premium,109.75,1975.5,Electronic check,5,6.79,1,2,35,253.84,1
C-00913,29,One-year,Standard,68.91,1998.39,Credit card,3,16.82,0,2,4,1936.62,0
C-00914,14,Month-to-month,Standard,66.68,933.52,Mailed check,5,8.76,1,0,6,932.41,0
C-00915,20,One-year,Standard,63.19,1263.8,Mailed check,8,5.31,0,1,9,1531.13,0
C-00916,4,Month-to-month,Basic,21.51,86.04,Credit card,0,3.53,0,2,8,676.46,0
C-00917,1,Month-to-month,Premium,77.21,77.21,Credit card,0,55.53,1,0,0,1463.23,0
C-00918,41,Two-year,Standard,65.94,2703.54,Bank transfer,2,4.89,1,0,3,3833.26,0
C-00919,21,One-year,Basic,29.79,625.59,Bank transfer,0,1.2,0,0,0,827.0,0
C-00920,1,Month-to-month,Standard,65.37,65.37,Credit card,1,9.24,1,2,5,1346.48,0
C-00921,35,Two-year,Basic,26.26,919.1,Electronic check,12,3.25,0,0,0,1396.12,0
C-00922,11,Month-to-month,Premium,92.89,1021.79,Bank transfer,0,13.92,1,2,0,1538.75,0
C-00923,47,Two-year,Basic,34.0,1598.0,Credit card,0,2.26,0,2,2,1721.75,0
C-00924,11,One-year,Standard,67.88,746.68,Credit card,1,6.33,1,0,16,2733.56,0
C-00925,33,Month-to-month,Basic,21.76,718.08,Electronic check,1,2.86,0,0,7,246.4,0
C-00926,20,Month-to-month,Standard,66.54,1330.8,Credit card,3,5.59,0,1,0,1287.85,0
C-00927,20,Month-to-month,Standard,64.83,1296.6,Electronic check,2,14.34,1,0,2,1389.55,0
C-00928,19,One-year,Standard,52.89,1004.91,Bank transfer,1,8.21,0,0,0,1924.52,0
C-00929,17,One-year,Standard,53.88,915.96,Bank transfer,0,5.14,0,0,2,2030.15,0
C-00930,1,Month-to-month,Premium,77.09,77.09,Mailed check,0,4.93,1,3,78,198.84,1
C-00931,15,Month-to-month,Basic,20.31,304.65,Mailed check,1,0.76,0,2,9,511.14,0
C-00932,42,Two-year,Basic,29.54,1240.68,Bank transfer,0,1.52,0,0,14,1298.14,0
C-00933,34,Two-year,Basic,21.91,744.94,Credit card,1,2.38,0,1,2,1371.25,0
C-00934,17,One-year,Premium,83.73,1423.41,Electronic check,5,10.12,1,1,11,2594.7,0
C-00935,46,Month-to-month,Basic,36.94,1699.24,Bank transfer,3,0.3,0,3,63,99.69,1
C-00936,14,Month-to-month,Standard,59.28,829.92,Credit card,0,2.22,1,1,7,601.45,0
C-00937,18,Month-to-month,Standard,60.84,1095.12,Mailed check,6,20.01,1,0,4,1337.16,0
C-00938,33,Two-year,Basic,23.75,783.75,Credit card,3,1.94,0,0,18,1176.63,0
C-00939,8,Month-to-month,Basic,36.57,292.56,Credit card,1,1.54,0,0,17,592.29,0
C-00940,26,One-year,Basic,37.36,971.36,Credit card,0,3.23,0,2,13,1507.64,0
C-00941,29,Month-to-month,Standard,58.08,1684.32,Bank transfer,3,7.08,1,0,1,1123.65,0
C-00942,31,One-year,Basic,38.25,1185.75,Electronic check,14,0.84,1,5,40,82.67,1
C-00943,29,One-year,Basic,36.9,1070.1,Credit card,0,2.04,0,0,3,685.28,0
C-00944,26,Two-year,Premium,107.91,2805.66,Credit card,1,19.39,1,0,9,4439.34,0
C-00945,11,Month-to-month,Premium,108.03,1188.33,Credit card,1,28.42,1,1,6,2063.81,0
C-00946,4,Month-to-month,Basic,22.11,88.44,Electronic check,20,1.59,0,3,34,32.29,1
C-00947,21,Month-to-month,Basic,25.42,533.82,Credit card,2,0.57,0,1,79,80.37,1
C-00948,41,Two-year,Basic,21.34,874.94,Mailed check,33,0.72,0,1,31,37.67,1
C-00949,46,Two-year,Standard,45.22,2080.12,Credit card,0,7.35,0,0,4,1734.6,0
C-00950,19,One-year,Premium,82.12,1560.28,Mailed check,4,7.78,1,1,7,1730.26,0
C-00951,5,One-year,Basic,37.61,188.05,Credit card,3,2.32,0,1,8,1088.18,0
C-00952,27,One-year,Basic,24.8,669.6,Electronic check,9,1.1,0,0,0,912.9,0
C-00953,1,Month-to-month,Standard,69.25,69.25,Credit card,4,2.55,1,1,51,86.45,1
C-00954,51,Two-year,Standard,59.93,3056.43,Credit card,3,8.55,0,0,0,2250.14,0
C-00955,7,Month-to-month,Basic,24.75,173.25,Mailed check,21,1.04,0,2,21,38.09,1
C-00956,1,Month-to-month,Standard,57.43,57.43,Mailed check,10,13.74,0,0,2,1010.51,0
C-00957,18,One-year,Basic,24.38,438.84,Bank transfer,0,1.27,1,4,15,525.23,0
C-00958,6,Month-to-month,Basic,39.68,238.08,Electronic check,8,0.53,0,3,65,83.21,1
C-00959,16,Month-to-month,Standard,66.18,1058.88,Bank transfer,0,1.88,0,0,40,214.76,1
C-00960,32,One-year,Premium,76.18,2437.76,Mailed check,9,22.37,1,0,2,2277.05,0
C-00961,1,Month-to-month,Standard,68.69,68.69,Credit card,1,5.17,1,0,6,1068.27,0
C-00962,21,One-year,Premium,107.45,2256.45,Bank transfer,0,33.04,1,0,2,4184.79,0
C-00963,2,Month-to-month,Standard,47.06,94.12,Bank transfer,3,2.6,0,3,26,50.76,1
C-00964,4,Month-to-month,Standard,61.77,247.08,Bank transfer,16,3.6,1,1,26,149.76,1
C-00965,63,Month-to-month,Standard,61.17,3853.71,Mailed check,0,4.75,1,0,11,1110.9,0
C-00966,17,Month-to-month,Premium,84.85,1442.45,Credit card,2,5.03,0,2,168,284.59,1
C-00967,15,One-year,Premium,109.13,1636.95,Credit card,1,23.8,1,0,0,4368.78,0
C-00968,21,Month-to-month,Basic,21.74,456.54,Bank transfer,3,1.52,0,1,15,10.87,1
C-00969,22,One-year,Premium,97.03,2134.66,Electronic check,3,11.11,1,1,1,3073.41,0
C-00970,3,Month-to-month,Premium,75.45,226.35,Credit card,14,9.09,1,4,74,62.82,1
C-00971,28,One-year,Standard,69.22,1938.16,Bank transfer,0,7.09,0,0,0,2708.25,0
C-00972,48,Two-year,Basic,35.03,1681.44,Mailed check,16,1.93,0,1,16,1347.65,0
C-00973,19,One-year,Premium,82.15,1560.85,Credit card,2,12.8,0,1,1,2981.72,0
C-00974,11,Month-to-month,Premium,90.38,994.18,Electronic check,0,10.37,1,3,86,264.02,1
C-00975,2,Month-to-month,Basic,23.21,46.42,Electronic check,6,1.72,0,1,13,164.08,0
C-00976,4,Month-to-month,Premium,109.5,438.0,Bank transfer,1,14.6,1,2,15,2939.11,0
C-00977,50,One-year,Basic,21.18,1059.0,Mailed check,12,1.9,0,0,4,825.67,0
C-00978,21,Month-to-month,Basic,36.81,773.01,Electronic check,3,1.54,0,0,3,429.94,0
C-00979,4,Month-to-month,Standard,68.55,274.2,Bank transfer,6,5.76,0,3,66,200.79,1
C-00980,30,One-year,Standard,61.92,1857.6,Bank transfer,1,5.31,0,1,1,1263.76,0
C-00981,23,Month-to-month,Standard,50.32,1157.36,Electronic check,2,9.52,1,0,5,1180.07,0
C-00982,36,One-year,Basic,27.2,979.2,Bank transfer,0,1.34,1,0,5,796.15,0
C-00983,26,Month-to-month,Premium,96.48,2508.48,Mailed check,5,18.18,1,0,1,914.82,0
C-00984,23,Month-to-month,Basic,32.09,738.07,Bank transfer,2,2.34,1,2,24,861.84,0
C-00985,20,One-year,Basic,33.37,667.4,Credit card,1,2.26,0,1,11,1394.51,0
C-00986,1,Month-to-month,Basic,31.08,31.08,Credit card,1,0.83,0,1,23,66.94,1
C-00987,23,One-year,Standard,53.78,1236.94,Credit card,3,7.68,0,1,0,1623.07,0
C-00988,5,Month-to-month,Premium,115.09,575.45,Credit card,4,11.86,1,0,3,1794.67,0
C-00989,10,Month-to-month,Standard,47.03,470.3,Mailed check,15,10.39,0,1,66,114.87,1
C-00990,27,Two-year,Premium,95.98,2591.46,Electronic check,2,34.6,1,2,1,4999.44,0
C-00991,13,One-year,Basic,35.51,461.63,Electronic check,5,2.79,0,0,38,1498.91,0
C-00992,22,One-year,Standard,46.52,1023.44,Bank transfer,0,3.47,1,0,1,1473.83,0
C-00993,22,Month-to-month,Standard,62.63,1377.86,Electronic check,7,3.29,1,2,29,195.4,1
C-00994,23,One-year,Standard,65.49,1506.27,Bank transfer,2,7.38,0,1,1,989.98,0
C-00995,1,Month-to-month,Basic,33.22,33.22,Mailed check,28,0.4,0,1,18,87.98,1
C-00996,15,Month-to-month,Standard,45.32,679.8,Bank transfer,0,15.39,0,1,13,864.15,0
C-00997,47,Two-year,Standard,49.5,2326.5,Mailed check,0,21.59,0,0,0,2553.7,0
C-00998,11,Month-to-month,Standard,53.55,589.05,Electronic check,6,31.1,0,1,24,1548.17,0
C-00999,50,Two-year,Standard,50.84,2542.0,Credit card,0,4.82,0,0,12,3003.18,0
C-01000,37,Month-to-month,Basic,39.25,1452.25,Bank transfer,7,0.58,0,3,50,67.5,1
C-01001,8,Month-to-month,Standard,61.29,490.32,Bank transfer,0,19.96,1,1,10,789.8,0
C-01002,21,One-year,Basic,25.94,544.74,Credit card,0,1.77,0,0,3,380.52,0
C-01003,24,Two-year,Premium,116.84,2804.16,Bank transfer,1,18.48,1,0,4,6134.51,0
C-01004,28,One-year,Standard,63.51,1778.28,Credit card,1,2.95,1,0,3,2530.2,0
C-01005,27,Two-year,Basic,25.69,693.63,Credit card,1,3.55,0,2,26,1558.89,0
C-01006,40,One-year,Premium,92.05,3682.0,Mailed check,2,24.3,1,0,0,2464.31,0
C-01007,20,One-year,Standard,49.99,999.8,Bank transfer,0,5.83,1,2,2,1999.94,0
C-01008,40,Two-year,Basic,39.42,1576.8,Mailed check,16,2.32,1,0,20,2393.03,0
C-01009,2,Month-to-month,Standard,57.93,115.86,Electronic check,8,2.35,1,0,14,160.63,1
C-01010,2,Month-to-month,Basic,37.92,75.84,Bank transfer,9,0.89,1,4,11,77.43,1
C-01011,7,Month-to-month,Premium,90.59,634.13,Bank transfer,0,22.01,1,1,5,1606.01,0
C-01012,58,Two-year,Premium,113.74,6596.92,Electronic check,1,55.21,1,1,14,6068.07,0
C-01013,57,Two-year,Premium,77.42,4412.94,Mailed check,8,22.95,1,2,2,4244.38,0
C-01014,4,Month-to-month,Standard,69.55,278.2,Credit card,15,4.75,1,5,35,112.7,1
C-01015,33,One-year,Standard,67.8,2237.4,Mailed check,22,12.66,0,0,10,1837.75,0
C-01016,39,Two-year,Standard,54.08,2109.12,Mailed check,17,11.14,1,0,1,2741.32,0
C-01017,6,Month-to-month,Basic,35.49,212.94,Electronic check,0,0.45,1,1,39,53.42,1
C-01018,23,One-year,Standard,63.81,1467.63,Mailed check,17,16.19,1,1,0,1654.79,0
C-01019,44,Two-year,Standard,67.53,2971.32,Bank transfer,3,9.66,1,0,10,2053.0,0
C-01020,10,Month-to-month,Basic,26.15,261.5,Mailed check,0,1.26,0,0,3,312.38,0
C-01021,25,One-year,Standard,56.64,1416.0,Electronic check,15,2.32,1,4,15,147.01,1
C-01022,19,Month-to-month,Premium,113.92,2164.48,Credit card,1,30.3,1,1,5,2738.9,0
C-01023,37,Two-year,Premium,110.04,4071.48,Mailed check,2,15.59,1,0,1,5238.73,0
C-01024,47,Two-year,Basic,27.87,1309.89,Bank transfer,1,1.95,0,0,1,1558.15,0
C-01025,25,Two-year,Basic,36.91,922.75,Bank transfer,3,3.42,0,0,3,948.13,0
C-01026,5,Month-to-month,Basic,20.94,104.7,Bank transfer,3,2.34,0,0,0,430.7,0
C-01027,30,Two-year,Premium,110.19,3305.7,Credit card,5,17.1,1,0,6,3681.2,0
C-01028,44,Two-year,Basic,24.14,1062.16,Bank transfer,0,4.08,0,0,10,955.96,0
C-01029,19,Month-to-month,Standard,52.15,990.85,Electronic check,5,5.14,1,3,9,131.39,1
C-01030,40,Two-year,Basic,29.86,1194.4,Credit card,2,3.35,0,3,7,1677.86,0
C-01031,3,Month-to-month,Standard,56.24,168.72,Credit card,1,2.32,1,3,3,369.39,0
C-01032,30,One-year,Basic,30.41,912.3,Credit card,0,2.38,0,0,4,506.64,0
C-01033,1,Month-to-month,Standard,58.62,58.62,Bank transfer,1,6.14,0,3,9,85.78,1
C-01034,11,Month-to-month,Basic,26.63,292.93,Electronic check,1,2.5,0,3,55,15.09,1
C-01035,3,Month-to-month,Standard,49.38,148.14,Electronic check,10,1.56,1,3,73,82.41,1
C-01036,26,One-year,Basic,35.37,919.62,Mailed check,0,3.68,0,1,5,1306.33,0
C-01037,10,Month-to-month,Standard,55.0,550.0,Bank transfer,4,24.21,0,4,1,477.82,0
C-01038,29,One-year,Premium,97.76,2835.04,Credit card,0,8.95,1,0,3,4506.89,0
C-01039,8,Month-to-month,Basic,32.89,263.12,Mailed check,5,2.56,0,1,6,540.58,0
C-01040,1,Month-to-month,Premium,115.93,115.93,Electronic check,38,10.77,1,3,14,266.38,1
C-01041,25,One-year,Standard,62.69,1567.25,Bank transfer,0,7.42,0,0,2,1364.98,0
C-01042,28,One-year,Basic,20.91,585.48,Electronic check,0,1.58,0,0,4,801.5,0
C-01043,51,Month-to-month,Standard,65.96,3363.96,Mailed check,8,13.47,0,0,1,1279.83,0
C-01044,38,One-year,Basic,39.79,1512.02,Electronic check,0,1.48,0,2,0,1274.71,0
C-01045,45,Two-year,Standard,56.81,2556.45,Bank transfer,0,7.92,0,2,2,2946.61,0
C-01046,25,One-year,Standard,69.24,1731.0,Electronic check,11,14.69,0,1,7,1360.75,0
C-01047,14,Month-to-month,Basic,30.95,433.3,Credit card,11,1.27,0,2,59,72.07,1
C-01048,15,Month-to-month,Standard,56.49,847.35,Bank transfer,1,12.46,0,0,6,1255.53,0
C-01049,36,Two-year,Premium,89.91,3236.76,Bank transfer,1,26.23,0,1,4,2939.38,0
C-01050,14,Month-to-month,Premium,104.59,1464.26,Credit card,0,18.95,1,0,21,1713.51,0
C-01051,40,Two-year,Standard,50.75,2030.0,Credit card,1,4.92,1,0,12,2279.93,0
C-01052,26,One-year,Premium,79.72,2072.72,Credit card,0,42.73,1,2,4,2418.64,0
C-01053,31,Two-year,Standard,45.68,1416.08,Electronic check,2,8.23,0,1,4,2522.28,0
C-01054,34,One-year,Basic,25.85,878.9,Electronic check,4,3.58,1,1,1,944.69,0
C-01055,14,Two-year,Premium,92.81,1299.34,Mailed check,2,20.81,1,0,15,4362.23,0
C-01056,3,Month-to-month,Standard,58.8,176.4,Credit card,4,1.74,0,1,21,162.56,1
C-01057,23,One-year,Standard,52.32,1203.36,Bank transfer,0,11.62,1,1,13,993.05,0
C-01058,10,Month-to-month,Standard,69.6,696.0,Mailed check,22,2.25,0,0,24,153.75,1
C-01059,1,Month-to-month,Premium,88.13,88.13,Credit card,2,13.43,1,0,7,521.33,0
C-01060,26,One-year,Premium,94.84,2465.84,Electronic check,3,60.87,0,0,1,2467.35,0
C-01061,45,Two-year,Standard,47.58,2141.1,Electronic check,12,6.2,1,0,1,2513.05,0
C-01062,28,Two-year,Basic,25.21,705.88,Credit card,2,3.2,1,0,8,1390.12,0
C-01063,15,One-year,Standard,46.21,693.15,Mailed check,31,14.96,1,0,19,1494.94,0
C-01064,7,Month-to-month,Standard,58.99,412.93,Electronic check,2,4.24,0,0,0,1618.94,0
C-01065,1,Month-to-month,Basic,35.02,35.02,Credit card,7,0.2,0,0,47,73.08,1
C-01066,21,One-year,Standard,49.89,1047.69,Credit card,1,7.53,1,0,1,816.44,0
C-01067,1,Month-to-month,Standard,54.2,54.2,Credit card,2,1.37,0,3,77,27.1,1
C-01068,12,Month-to-month,Basic,20.33,243.96,Credit card,6,2.31,0,2,83,24.52,1
C-01069,3,Month-to-month,Basic,36.79,110.37,Bank transfer,33,0.8,0,1,339,44.19,1
C-01070,12,Month-to-month,Basic,35.6,427.2,Bank transfer,6,1.25,0,2,49,72.27,1
C-01071,8,Month-to-month,Premium,77.85,622.8,Credit card,3,16.21,1,1,21,121.36,1
C-01072,1,Month-to-month,Basic,27.3,27.3,Mailed check,13,0.59,0,1,26,33.81,1
C-01073,26,Month-to-month,Basic,39.11,1016.86,Bank transfer,2,0.78,0,2,32,59.99,1
C-01074,6,Month-to-month,Standard,54.8,328.8,Credit card,0,18.96,1,0,1,875.25,0
C-01075,45,Two-year,Basic,30.52,1373.4,Credit card,1,1.33,0,0,6,1209.88,0
C-01076,13,Month-to-month,Basic,27.1,352.3,Bank transfer,5,0.78,0,0,105,55.04,1
C-01077,6,Month-to-month,Basic,31.92,191.52,Bank transfer,3,0.54,0,1,35,88.03,1
C-01078,11,One-year,Standard,69.45,763.95,Credit card,2,14.42,1,0,1,1723.07,0
C-01079,2,Month-to-month,Standard,69.94,139.88,Credit card,2,1.28,1,1,13,144.52,1
C-01080,50,Two-year,Basic,35.49,1774.5,Electronic check,2,1.72,0,2,8,2438.08,0
C-01081,5,One-year,Standard,55.11,275.55,Mailed check,1,9.54,0,0,2,1761.35,0
C-01082,4,Month-to-month,Premium,97.25,389.0,Credit card,0,19.23,1,4,3,2386.74,0
C-01083,11,Month-to-month,Basic,27.13,298.43,Bank transfer,1,0.41,0,5,62,44.0,1
C-01084,58,Two-year,Basic,39.71,2303.18,Bank transfer,1,1.01,0,0,3,2370.3,0
C-01085,39,Two-year,Basic,34.16,1332.24,Electronic check,10,1.23,0,1,0,1365.15,0
C-01086,4,Month-to-month,Standard,56.22,224.88,Bank transfer,6,2.99,0,4,85,139.5,1
C-01087,24,One-year,Standard,45.3,1087.2,Mailed check,0,9.19,1,0,15,1749.38,0
C-01088,5,Month-to-month,Basic,30.41,152.05,Bank transfer,1,0.7,0,1,33,98.34,1
C-01089,39,Two-year,Standard,69.6,2714.4,Bank transfer,0,19.98,0,0,0,3428.24,0
C-01090,1,Month-to-month,Basic,30.46,30.46,Bank transfer,3,0.21,0,2,45,54.34,1
C-01091,38,Two-year,Standard,49.56,1883.28,Mailed check,3,7.26,1,0,1,1693.53,0
C-01092,20,One-year,Standard,45.55,911.0,Electronic check,2,6.66,1,2,2,1339.71,0
C-01093,37,One-year,Basic,27.09,1002.33,Credit card,10,1.43,0,2,95,71.61,1
C-01094,14,One-year,Standard,67.96,951.44,Credit card,0,9.29,0,2,7,2418.3,0
C-01095,15,Month-to-month,Basic,39.93,598.95,Bank transfer,5,0.57,0,1,7,79.24,1
C-01096,31,Month-to-month,Standard,68.63,2127.53,Credit card,1,0.75,1,3,34,157.61,1
C-01097,8,Month-to-month,Basic,34.59,276.72,Electronic check,2,3.1,0,1,8,969.42,0
C-01098,11,Month-to-month,Premium,100.12,1101.32,Electronic check,12,6.22,1,1,70,254.8,1
C-01099,27,One-year,Basic,31.81,858.87,Electronic check,5,2.13,0,2,0,894.74,0
C-01100,4,Month-to-month,Premium,99.25,397.0,Mailed check,0,16.87,1,0,2,1784.88,0
C-01101,4,Month-to-month,Basic,34.14,136.56,Credit card,0,1.28,0,0,0,752.91,0
C-01102,44,Two-year,Standard,55.47,2440.68,Mailed check,13,22.19,1,3,7,2992.27,0
C-01103,43,Two-year,Basic,33.38,1435.34,Electronic check,3,0.83,0,0,14,2355.67,0
C-01104,54,Two-year,Premium,80.47,4345.38,Bank transfer,0,14.48,1,0,13,5190.86,0
C-01105,47,Two-year,Basic,25.31,1189.57,Electronic check,0,4.22,1,0,2,955.44,0
C-01106,1,Month-to-month,Basic,36.72,36.72,Credit card,2,0.87,0,2,21,54.34,1
C-01107,2,Month-to-month,Standard,67.59,135.18,Electronic check,11,2.74,1,2,19,204.3,1
C-01108,13,One-year,Basic,30.78,400.14,Bank transfer,5,1.45,0,2,26,42.43,1
C-01109,25,One-year,Basic,20.63,515.75,Credit card,1,2.52,0,1,0,646.71,0
C-01110,10,Month-to-month,Premium,116.71,1167.1,Electronic check,2,27.56,1,0,1,3238.32,0
C-01111,51,Two-year,Premium,106.59,5436.09,Bank transfer,4,27.46,0,0,0,5448.98,0
C-01112,16,Month-to-month,Basic,28.28,452.48,Credit card,4,0.84,0,3,31,78.8,1
C-01113,6,Month-to-month,Premium,101.93,611.58,Credit card,4,10.38,1,3,38,221.91,1
C-01114,18,One-year,Standard,55.74,1003.32,Bank transfer,0,33.7,0,0,5,1640.54,0
C-01115,27,One-year,Basic,29.31,791.37,Bank transfer,0,1.83,0,0,17,447.57,0
C-01116,15,One-year,Standard,67.17,1007.55,Mailed check,26,2.16,1,4,31,148.15,1
C-01117,49,Month-to-month,Standard,49.03,2402.47,Mailed check,4,4.3,0,2,3,726.62,0
C-01118,38,Two-year,Premium,79.67,3027.46,Bank transfer,1,23.9,0,1,3,4893.96,0
C-01119,1,Month-to-month,Basic,20.05,20.05,Electronic check,6,1.55,0,0,17,10.02,1
